SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hoá,Sinh,Ngoại ngữ,GDCD,Năm thi
02000831,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,6,,6.75,8.6,,2021
02000832,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.5,,,7.75,,6.75,9.4,,2021
02000833,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,7.25,,5.25,9.4,,2021
02000834,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6,,5.5,9.2,,2021
02000835,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,,,5.5,,6,8.8,,2021
02000836,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,6,,5.75,8.6,,2021
02000837,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,4.67,,,4.5,,5,5.2,,2021
02000838,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,4.75,,5.5,8.2,,2021
02000839,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,3.5,6.5,,,,8.6,8.75,2021
02000840,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,5.75,,3.75,8.6,,2021
02000841,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6,,,4.25,,4.75,9,,2021
02000842,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,6.25,,6.5,9.4,,2021
02000843,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7,,,4.75,,3.5,9,,2021
02000844,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,,,5.25,,5.25,8,,2021
02000845,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6.25,,,4.75,,3.5,9,,2021
02000846,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.75,,,7.75,,7,7.6,,2021
02000847,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7,,6.25,8.6,,2021
02000848,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.42,,,7.25,,3.5,6.4,,2021
02000849,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,5.5,,6,9,,2021
02000850,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,6,,7.75,7.4,,2021
02000851,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.25,,,6,,5.75,7.6,,2021
02000852,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,6.5,,6.75,7.2,,2021
02000853,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,4,7.25,,,,9.2,8.5,2021
02000855,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,5.75,,5.5,9,,2021
02000856,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,5.75,6.5,,,,9.6,8.5,2021
02000857,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,7,8.5,,,,8.4,9.5,2021
02000858,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7,,,7.75,,6,8.4,,2021
02000859,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,4,7.5,,,,,9.25,2021
02000860,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,7,,6.25,8.6,,2021
02000861,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,5.25,6.25,,,,8,9.5,2021
02000862,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,7.75,8,,,,6.2,9.5,2021
02000863,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,5.25,,6.25,7.8,,2021
02000864,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,5.25,,6,6.4,,2021
02000866,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,6.5,,4.75,7.6,,2021
02000867,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,7,6.25,,,,9.6,8.75,2021
02000868,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,8.25,7.75,,,,8,9.5,2021
02000869,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,6.75,,6.25,8,,2021
02000870,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,5,,3.75,7.2,,2021
02000871,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,4.75,,4.75,6.8,,2021
02000872,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,5,,7.75,9.2,,2021
02000873,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,8.25,,6.5,9,,2021
02000874,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7,,,5.25,,5,8,,2021
02000875,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6,,,7.25,,5.25,8.2,,2021
02000876,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,6,7.5,,,,9.4,9.5,2021
02000877,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8,,,5,,3,8.2,,2021
02000878,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,4.25,6.25,7.25,,,,8.8,8.5,2021
02000879,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,7.5,,5.5,8,,2021
02000880,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5,,,6.5,,2.75,8.8,,2021
02000881,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,7,,5.5,8.2,,2021
02000882,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,,,5.75,,4.25,8.2,,2021
02000883,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,6.75,,4.75,9.2,,2021
02000884,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,7.25,,4.75,8.4,,2021
02000885,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,7.5,,5,9.2,,2021
02000886,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,6,,4.25,6.8,,2021
02000887,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,7.75,,6.25,8.6,,2021
02000888,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,6.75,8,,,,9.2,9.25,2021
02000889,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,5.5,,5.25,8.6,,2021
02000890,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,5,,5.5,6.8,,2021
02000891,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,5.5,,5.25,9,,2021
02000892,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,4.5,,,4,,6.75,8.8,,2021
02000893,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,4.5,,6.5,7.4,,2021
02000894,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,6.75,,7.25,6.2,,2021
02000895,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.25,,,7,,4.75,9.4,,2021
02000896,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,,,4.5,,5,8,,2021
02000897,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.25,,,5.75,,6,8.8,,2021
02000898,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,6.75,7.75,,,,8,9.5,2021
02000899,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,4.75,7.75,,,,8.6,10,2021
02000900,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8,4.25,8.5,,,,6.4,9.5,2021
02000901,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.25,6,7,,,,8.8,8.25,2021
02000902,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,5.25,7,,,,8.2,8.75,2021
02000903,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,4,7.5,,,,7.6,9.25,2021
02000904,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6,,,6.75,,5.25,6.4,,2021
02000905,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,,,5.25,,7.5,8.8,,2021
02000907,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,7.25,8,,,,9.2,10,2021
02000908,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,6.75,,4.5,6.4,,2021
02000909,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,3.5,6.75,,,,7.8,8,2021
02000910,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8.5,5.75,7.25,,,,8.8,9,2021
02000911,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,8.25,8,,,,7.6,9.75,2021
02000912,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,4.5,,,5.75,,6.25,8.8,,2021
02000913,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,6.5,,5.5,6.4,,2021
02000914,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,6,,5.5,7.4,,2021
02000915,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,,,5,,5.25,7.6,,2021
02000916,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.5,,,5.75,,6,6,,2021
02000917,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,7.25,8.25,,,,8.6,9.25,2021
02000918,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,5.5,,5.75,8.6,,2021
02000919,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,6.25,,4.5,7.8,,2021
02000920,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.67,8.5,8,,,,8.8,8.75,2021
02000921,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,5.25,,5.5,8.8,,2021
02000922,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,7.25,,8,8.2,,2021
02000923,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,5.75,6.75,,,,8,9.25,2021
02000924,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,5,,5.75,8,,2021
02000925,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.25,,,7.5,,3.75,7.8,,2021
02000926,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.5,,,6,,4.75,7,,2021
02000927,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,,,5.25,,6.25,8,,2021
02000928,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,7.5,,6.25,9,,2021
02000929,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,5.25,,5.5,6.8,,2021
02000930,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,6.5,,5.25,8.6,,2021
02000931,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,5,6,,,,8.6,7.75,2021
02000932,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,,,7,,6.25,6.6,,2021
02000933,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,4.75,,5.5,7,,2021
02000934,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.5,7.25,7.25,,,,8.6,9,2021
02000935,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,6.25,,6.25,8,,2021
02000936,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,4.5,,3.75,8.2,,2021
02000937,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,6,,6,8.6,,2021
02000939,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,6,,5.25,9,,2021
02000940,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,7.25,8,,,,8.4,9.75,2021
02000941,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.5,,,7,,4.5,8.4,,2021
02000942,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,7,,4.75,8.8,,2021
02000943,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,8.25,7.75,,,,8.6,9.5,2021
02000946,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,7.75,,6,6.8,,2021
02000947,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.25,,,7.25,,6.5,7,,2021
02000948,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.5,,,6.25,,4.25,7.8,,2021
02000949,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,5.5,,5.75,6.4,,2021
02000950,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,8.5,7.75,,,,8.8,10,2021
02000951,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,5.75,7.75,,,,8.6,8.25,2021
02000952,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,3.25,6.25,,,,8.2,7.75,2021
02000953,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,6.5,,6,9,,2021
02000954,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.2,4,3.25,4.75,,,,4.2,6.75,2021
02000955,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,3.25,6.75,,,,9,8.75,2021
02000956,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,6.25,,7,8.4,,2021
02000957,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,4.5,,,6.75,,4.75,6,,2021
02000958,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,5.5,,6,7.8,,2021
02000959,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,4.75,7,,,,9.2,8.5,2021
02000960,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,,,7,,5.5,8.8,,2021
02000961,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,6.5,6,,,,8.2,8.25,2021
02000962,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,6.75,,4.5,7.6,,2021
02000963,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8.25,6,8.25,,,,9.2,9.75,2021
02000964,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.75,,,5.5,,5.25,6.4,,2021
02000965,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.5,7.75,9.75,,,,9.6,9.5,2021
02000966,Sở GD&ĐT Thành Phố Hồ Chí Minh,3,6,3.5,4.5,,,,2.4,6.75,2021
02000967,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,6.25,,4.75,6,,2021
02000968,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.83,6.25,6.25,,,,8.6,9.75,2021
02000969,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,6.75,,5.25,8.2,,2021
02000970,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,5.25,6.75,,,,8.4,7.75,2021
02000971,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,6.75,,4.25,8.6,,2021
02000972,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,8,8.25,,,,8.6,9.5,2021
02000973,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,7.75,7.5,,,,8.8,9.5,2021
02000974,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,6.25,,6.25,8.8,,2021
02000975,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,7,8,,,,7.2,9,2021
02000976,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,7.75,,,7.25,,6,9.6,,2021
02000977,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,5.75,7,,,,6,7.75,2021
02000978,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,4.5,,,6.75,,5.75,9,,2021
02000979,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,7.75,,4.75,7,,2021
02000980,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.75,,,4.5,,5,8.4,,2021
02000981,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,6.5,,5.75,9.2,,2021
02000982,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,4.75,,,7.75,,6.75,8.6,,2021
02000983,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4.58,,,7.25,,5.25,9.2,,2021
02000984,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,4,,5,6.8,,2021
02000985,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,4.75,,,7,,5.5,7.4,,2021
02000986,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,7,,7.5,8.8,,2021
02000987,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,,,6.5,,8,9,,2021
02000988,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7.75,,5,7,,2021
02000989,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.5,,,5,,5.75,8.2,,2021
02000990,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.75,,,7,,6.25,6.6,,2021
02000991,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,6.25,7.25,,,,8.4,9.5,2021
02000992,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,4.75,,4.5,8.2,,2021
02000993,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.92,,,5.75,,5.25,8.4,,2021
02000994,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,8.25,,6.5,10,,2021
02000995,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,3.75,,,6.75,,5.25,8.6,,2021
02000996,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,6.5,,6.75,8.6,,2021
02000997,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.5,,,7,,5.5,8.8,,2021
02000998,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,6.25,,7,8,,2021
02000999,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,,,6.25,,7,9,,2021
02001000,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,4,7.25,,,,9.2,7.5,2021
02001001,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,,,6,,6,9.2,,2021
02001002,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,6,,6.75,9.2,,2021
02001003,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,7.75,,4.75,8.2,,2021
02001004,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8.5,,,5.5,,4.5,8,,2021
02001005,Sở GD&ĐT Thành Phố Hồ Chí Minh,,7.5,,,,,,,,2021
02001006,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,5.25,,5.5,7,,2021
02001007,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5,,,6,,7.5,8,,2021
02001008,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,7.25,,7.25,10,,2021
02001009,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,6.5,5.5,7.25,,,,7.6,8.75,2021
02001010,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6,,,6,,6.25,8.4,,2021
02001011,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,7.25,7.5,,,,9,9.5,2021
02001012,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,4.75,,,7,,7.25,9.8,,2021
02001013,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,5.25,,5,8.2,,2021
02001014,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,7.25,9,,,,7.2,9.75,2021
02001015,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,6.75,,7.75,9,,2021
02001016,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,5.5,8,,,,9.2,9.5,2021
02001017,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,4.75,,5,6.6,,2021
02001018,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,6.25,,4.75,8.6,,2021
02001019,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,5.5,,3.75,4,,2021
02001021,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7,,,4.25,,5,7.8,,2021
02001022,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,4.25,7.75,,,,8.2,9.5,2021
02001023,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,8.5,8,,,,9.4,9.5,2021
02001024,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,5.5,,7.25,7.8,,2021
02001025,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.58,,,8,,5.75,9,,2021
02001026,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,,,6.25,,5.75,9,,2021
02001027,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.5,,,6,,4.75,4.2,,2021
02001028,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,7,,,5.5,,6.25,8.8,,2021
02001029,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,,,7,,6,8,,2021
02001030,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,5.75,,6.25,4.4,,2021
02001031,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,,,3.25,,5,8.2,,2021
02001032,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.5,,,6.75,,6,9.2,,2021
02001033,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,6.75,7.75,,,,8.2,8.75,2021
02001035,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,7.75,9.25,,,,9.2,9.75,2021
02001036,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,6.75,7.25,,,,8.2,9.5,2021
02001037,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,8.5,8.25,,,,8.6,10,2021
02001038,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,6.75,,5.25,6.2,,2021
02001039,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,5.25,6.25,,,,8.2,8.75,2021
02001040,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,6.25,,4.75,8.8,,2021
02001041,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,3.75,6.5,,,,8.4,7.75,2021
02001042,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,6,,5.75,8,,2021
02001043,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,8.25,8.75,,,,9,10,2021
02001044,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7,3.75,5.5,,,,8,5.75,2021
02001045,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,5.5,,7.5,9.6,,2021
02001046,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,,,6,,4.25,8.2,,2021
02001047,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4,,,5,,6,9,,2021
02001048,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,6,,6.25,9,,2021
02001049,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6,7.5,7,,,,9.8,8.75,2021
02001050,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6,,,6.5,,7.25,8.4,,2021
02001051,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.25,,,6.25,,5.5,9,,2021
02001052,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6,,,6.25,,4.75,7.8,,2021
02001053,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,4.5,6.75,,,,7.6,8,2021
02001054,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,6.75,8,,,,7.8,8.5,2021
02001056,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,7,,6.5,8.4,,2021
02001057,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,8.75,7.75,,,,7.2,9.25,2021
02001058,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,7.5,,6.25,7.8,,2021
02001059,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,,,6.75,,6.25,9.6,,2021
02001061,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4,,,6,,4.75,8.2,,2021
02001062,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,3.5,,,6.25,,9,8,,2021
02001063,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,,,4.75,,5,8.2,,2021
02001064,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,5,6,,,,7.4,9.25,2021
02001065,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,7.5,,5.5,8.6,,2021
02001066,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,3.75,,,8,,3,9.6,,2021
02001067,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,6.5,,6.75,8.8,,2021
02001068,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,5,,7,8.6,,2021
02001069,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,6.75,,7,8.6,,2021
02001070,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8,7,8.25,,,,8.8,9.5,2021
02001071,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,,,5.25,,3.25,9.4,,2021
02001072,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.5,,,4.5,,4.25,7,,2021
02001073,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,4.25,,,4.5,,3.5,6.4,,2021
02001074,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.5,6.75,9,,,,8.2,9.25,2021
02001075,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6,,,6.25,,7,8.4,,2021
02001076,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,8,,5,8.2,,2021
02001077,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,5,7.25,,,,9.2,7.5,2021
02001078,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,4.25,7,,,,7.2,7.25,2021
02001079,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7,4.25,7.25,,,,8.2,9.25,2021
02001080,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,,,4.5,,2.75,7.8,,2021
02001081,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,4.5,7.75,,,,9.2,9.5,2021
02001082,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,4.75,,,5.5,,4.5,7.8,,2021
02001083,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,6.75,,6.25,8.6,,2021
02001084,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,5.75,,6.25,6.2,,2021
02001086,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,7,,6.25,9.4,,2021
02001088,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,5,,6,8.4,,2021
02001089,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8,,,7.75,,5,9,,2021
